show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s381,Movie,Netflix Title 381,Director 31,"Actor A, Actor B 1",Japan,"January 17, 2023",2021,R,77 min,Drama,Sample description for title 381
s382,Movie,Netflix Title 382,Director 32,"Actor A, Actor B 2",United Kingdom,"January 18, 2023",2023,PG,114 min,Documentary,Sample description for title 382
s383,Movie,Netflix Title 383,Director 33,"Actor A, Actor B 3",United Kingdom,"January 19, 2023",2017,R,132 min,Romance,Sample description for title 383
s384,TV Show,Netflix Title 384,Director 34,"Actor A, Actor B 4",South Korea,"January 20, 2023",2004,TV-PG,9 Seasons,Comedy,Sample description for title 384
s385,TV Show,Netflix Title 385,Director 35,"Actor A, Actor B 5",South Korea,"January 21, 2023",2019,PG-13,8 Seasons,Comedy,Sample description for title 385
s386,TV Show,Netflix Title 386,Director 36,"Actor A, Actor B 6",United Kingdom,"January 22, 2023",2018,PG,9 Seasons,Action,Sample description for title 386
s387,Movie,Netflix Title 387,Director 37,"Actor A, Actor B 7",United Kingdom,"January 23, 2023",2011,R,173 min,Documentary,Sample description for title 387
s388,Movie,Netflix Title 388,Director 38,"Actor A, Actor B 8",India,"January 24, 2023",1993,PG-13,81 min,Thriller,Sample description for title 388
s389,TV Show,Netflix Title 389,Director 39,"Actor A, Actor B 9",Canada,"January 25, 2023",2009,TV-14,4 Seasons,Drama,Sample description for title 389
s390,TV Show,Netflix Title 390,Director 40,"Actor A, Actor B 10",Japan,"January 26, 2023",2021,R,4 Seasons,Documentary,Sample description for title 390
s391,TV Show,Netflix Title 391,Director 41,"Actor A, Actor B 11",United States,"January 27, 2023",1993,TV-PG,5 Seasons,Documentary,Sample description for title 391
s392,Movie,Netflix Title 392,Director 42,"Actor A, Actor B 12",Canada,"January 28, 2023",2016,TV-14,103 min,Drama,Sample description for title 392
s393,Movie,Netflix Title 393,Director 43,"Actor A, Actor B 13",South Korea,"January 1, 2023",2006,TV-14,91 min,Action,Sample description for title 393
s394,TV Show,Netflix Title 394,Director 44,"Actor A, Actor B 14",United Kingdom,"January 2, 2023",2001,TV-MA,3 Seasons,Documentary,Sample description for title 394
s395,Movie,Netflix Title 395,Director 45,"Actor A, Actor B 15",Canada,"January 3, 2023",2011,PG,105 min,Comedy,Sample description for title 395
s396,TV Show,Netflix Title 396,Director 46,"Actor A, Actor B 16",Japan,"January 4, 2023",2006,R,1 Seasons,Drama,Sample description for title 396
s397,TV Show,Netflix Title 397,Director 47,"Actor A, Actor B 17",South Korea,"January 5, 2023",1999,TV-14,8 Seasons,Thriller,Sample description for title 397
s398,Movie,Netflix Title 398,Director 48,"Actor A, Actor B 18",United States,"January 6, 2023",1990,TV-MA,80 min,Romance,Sample description for title 398
s399,TV Show,Netflix Title 399,Director 49,"Actor A, Actor B 19",United States,"January 7, 2023",2011,TV-PG,3 Seasons,Action,Sample description for title 399
s400,TV Show,Netflix Title 400,Director 0,"Actor A, Actor B 0",Japan,"January 8, 2023",2015,PG-13,7 Seasons,Drama,Sample description for title 400
s401,Movie,Netflix Title 401,Director 1,"Actor A, Actor B 1",Japan,"January 9, 2023",2007,R,98 min,Romance,Sample description for title 401
s402,TV Show,Netflix Title 402,Director 2,"Actor A, Actor B 2",United Kingdom,"January 10, 2023",2003,TV-14,1 Seasons,Romance,Sample description for title 402
s403,Movie,Netflix Title 403,Director 3,"Actor A, Actor B 3",United States,"January 11, 2023",2018,PG,71 min,Thriller,Sample description for title 403
s404,TV Show,Netflix Title 404,Director 4,"Actor A, Actor B 4",South Korea,"January 12, 2023",2001,TV-MA,9 Seasons,Documentary,Sample description for title 404
s405,Movie,Netflix Title 405,Director 5,"Actor A, Actor B 5",Canada,"January 13, 2023",2024,TV-14,106 min,Thriller,Sample description for title 405
s406,TV Show,Netflix Title 406,Director 6,"Actor A, Actor B 6",South Korea,"January 14, 2023",2001,PG,2 Seasons,Documentary,Sample description for title 406
s407,Movie,Netflix Title 407,Director 7,"Actor A, Actor B 7",India,"January 15, 2023",1996,TV-14,80 min,Documentary,Sample description for title 407
s408,Movie,Netflix Title 408,Director 8,"Actor A, Actor B 8",India,"January 16, 2023",2018,R,72 min,Drama,Sample description for title 408
s409,TV Show,Netflix Title 409,Director 9,"Actor A, Actor B 9",Japan,"January 17, 2023",2000,R,5 Seasons,Drama,Sample description for title 409
s410,Movie,Netflix Title 410,Director 10,"Actor A, Actor B 10",United Kingdom,"January 18, 2023",2022,R,67 min,Action,Sample description for title 410
s411,Movie,Netflix Title 411,Director 11,"Actor A, Actor B 11",India,"January 19, 2023",1995,TV-PG,105 min,Documentary,Sample description for title 411
s412,TV Show,Netflix Title 412,Director 12,"Actor A, Actor B 12",United States,"January 20, 2023",2004,TV-PG,8 Seasons,Romance,Sample description for title 412
s413,TV Show,Netflix Title 413,Director 13,"Actor A, Actor B 13",South Korea,"January 21, 2023",2021,TV-MA,7 Seasons,Comedy,Sample description for title 413
s414,Movie,Netflix Title 414,Director 14,"Actor A, Actor B 14",South Korea,"January 22, 2023",2000,R,82 min,Action,Sample description for title 414
s415,Movie,Netflix Title 415,Director 15,"Actor A, Actor B 15",Japan,"January 23, 2023",2012,PG,167 min,Drama,Sample description for title 415
s416,Movie,Netflix Title 416,Director 16,"Actor A, Actor B 16",Canada,"January 24, 2023",2015,TV-14,155 min,Thriller,Sample description for title 416
s417,Movie,Netflix Title 417,Director 17,"Actor A, Actor B 17",Japan,"January 25, 2023",2023,PG-13,134 min,Action,Sample description for title 417
s418,Movie,Netflix Title 418,Director 18,"Actor A, Actor B 18",Canada,"January 26, 2023",2023,PG,145 min,Action,Sample description for title 418
s419,Movie,Netflix Title 419,Director 19,"Actor A, Actor B 19",Japan,"January 27, 2023",2018,TV-PG,81 min,Action,Sample description for title 419
s420,TV Show,Netflix Title 420,Director 20,"Actor A, Actor B 0",Japan,"January 28, 2023",1993,TV-PG,9 Seasons,Action,Sample description for title 420
s421,TV Show,Netflix Title 421,Director 21,"Actor A, Actor B 1",Japan,"January 1, 2023",2006,PG,6 Seasons,Comedy,Sample description for title 421
s422,TV Show,Netflix Title 422,Director 22,"Actor A, Actor B 2",Canada,"January 2, 2023",2024,TV-PG,2 Seasons,Thriller,Sample description for title 422
s423,Movie,Netflix Title 423,Director 23,"Actor A, Actor B 3",Canada,"January 3, 2023",2002,R,61 min,Thriller,Sample description for title 423
s424,Movie,Netflix Title 424,Director 24,"Actor A, Actor B 4",Japan,"January 4, 2023",2004,TV-MA,88 min,Thriller,Sample description for title 424
s425,Movie,Netflix Title 425,Director 25,"Actor A, Actor B 5",India,"January 5, 2023",2018,TV-14,144 min,Documentary,Sample description for title 425
s426,Movie,Netflix Title 426,Director 26,"Actor A, Actor B 6",United Kingdom,"January 6, 2023",2018,TV-MA,138 min,Romance,Sample description for title 426
s427,Movie,Netflix Title 427,Director 27,"Actor A, Actor B 7",United Kingdom,"January 7, 2023",2000,TV-14,111 min,Thriller,Sample description for title 427
s428,TV Show,Netflix Title 428,Director 28,"Actor A, Actor B 8",United Kingdom,"January 8, 2023",2021,TV-14,2 Seasons,Action,Sample description for title 428
s429,Movie,Netflix Title 429,Director 29,"Actor A, Actor B 9",Canada,"January 9, 2023",1991,TV-MA,154 min,Action,Sample description for title 429
s430,Movie,Netflix Title 430,Director 30,"Actor A, Actor B 10",Canada,"January 10, 2023",2003,PG,138 min,Thriller,Sample description for title 430
s431,Movie,Netflix Title 431,Director 31,"Actor A, Actor B 11",India,"January 11, 2023",2009,TV-14,174 min,Thriller,Sample description for title 431
s432,TV Show,Netflix Title 432,Director 32,"Actor A, Actor B 12",United Kingdom,"January 12, 2023",2011,TV-MA,7 Seasons,Action,Sample description for title 432
s433,Movie,Netflix Title 433,Director 33,"Actor A, Actor B 13",United Kingdom,"January 13, 2023",2000,TV-14,147 min,Documentary,Sample description for title 433
s434,Movie,Netflix Title 434,Director 34,"Actor A, Actor B 14",Japan,"January 14, 2023",2016,PG-13,103 min,Drama,Sample description for title 434
s435,Movie,Netflix Title 435,Director 35,"Actor A, Actor B 15",Canada,"January 15, 2023",1992,PG,136 min,Drama,Sample description for title 435
s436,TV Show,Netflix Title 436,Director 36,"Actor A, Actor B 16",United Kingdom,"January 16, 2023",2006,R,6 Seasons,Thriller,Sample description for title 436
s437,Movie,Netflix Title 437,Director 37,"Actor A, Actor B 17",South Korea,"January 17, 2023",2017,TV-14,102 min,Comedy,Sample description for title 437
s438,TV Show,Netflix Title 438,Director 38,"Actor A, Actor B 18",India,"January 18, 2023",2018,PG-13,5 Seasons,Thriller,Sample description for title 438
s439,TV Show,Netflix Title 439,Director 39,"Actor A, Actor B 19",South Korea,"January 19, 2023",2010,R,1 Seasons,Thriller,Sample description for title 439
s440,Movie,Netflix Title 440,Director 40,"Actor A, Actor B 0",South Korea,"January 20, 2023",2005,R,115 min,Drama,Sample description for title 440
s441,Movie,Netflix Title 441,Director 41,"Actor A, Actor B 1",India,"January 21, 2023",2009,TV-14,62 min,Action,Sample description for title 441
s442,TV Show,Netflix Title 442,Director 42,"Actor A, Actor B 2",South Korea,"January 22, 2023",1995,TV-MA,6 Seasons,Thriller,Sample description for title 442
s443,Movie,Netflix Title 443,Director 43,"Actor A, Actor B 3",United Kingdom,"January 23, 2023",2008,TV-14,78 min,Action,Sample description for title 443
s444,Movie,Netflix Title 444,Director 44,"Actor A, Actor B 4",Canada,"January 24, 2023",1994,PG-13,82 min,Action,Sample description for title 444
s445,TV Show,Netflix Title 445,Director 45,"Actor A, Actor B 5",India,"January 25, 2023",1992,R,7 Seasons,Comedy,Sample description for title 445
s446,TV Show,Netflix Title 446,Director 46,"Actor A, Actor B 6",Japan,"January 26, 2023",1990,TV-14,9 Seasons,Action,Sample description for title 446
s447,TV Show,Netflix Title 447,Director 47,"Actor A, Actor B 7",South Korea,"January 27, 2023",2004,TV-MA,5 Seasons,Drama,Sample description for title 447
s448,TV Show,Netflix Title 448,Director 48,"Actor A, Actor B 8",India,"January 28, 2023",2023,TV-14,8 Seasons,Documentary,Sample description for title 448
s449,Movie,Netflix Title 449,Director 49,"Actor A, Actor B 9",United States,"January 1, 2023",2024,PG,165 min,Documentary,Sample description for title 449
s450,Movie,Netflix Title 450,Director 0,"Actor A, Actor B 10",United States,"January 2, 2023",2014,TV-MA,117 min,Romance,Sample description for title 450
s451,TV Show,Netflix Title 451,Director 1,"Actor A, Actor B 11",Canada,"January 3, 2023",2013,PG-13,8 Seasons,Thriller,Sample description for title 451
s452,Movie,Netflix Title 452,Director 2,"Actor A, Actor B 12",United Kingdom,"January 4, 2023",2001,R,60 min,Drama,Sample description for title 452
s453,Movie,Netflix Title 453,Director 3,"Actor A, Actor B 13",Canada,"January 5, 2023",2007,TV-14,167 min,Action,Sample description for title 453
s454,TV Show,Netflix Title 454,Director 4,"Actor A, Actor B 14",Canada,"January 6, 2023",2004,TV-MA,5 Seasons,Documentary,Sample description for title 454
s455,Movie,Netflix Title 455,Director 5,"Actor A, Actor B 15",Canada,"January 7, 2023",2005,PG,62 min,Drama,Sample description for title 455
s456,Movie,Netflix Title 456,Director 6,"Actor A, Actor B 16",Canada,"January 8, 2023",2016,TV-MA,124 min,Documentary,Sample description for title 456
s457,Movie,Netflix Title 457,Director 7,"Actor A, Actor B 17",Japan,"January 9, 2023",1997,TV-PG,63 min,Action,Sample description for title 457
s458,Movie,Netflix Title 458,Director 8,"Actor A, Actor B 18",Japan,"January 10, 2023",2014,PG,163 min,Documentary,Sample description for title 458
s459,Movie,Netflix Title 459,Director 9,"Actor A, Actor B 19",India,"January 11, 2023",2006,PG-13,158 min,Thriller,Sample description for title 459
s460,Movie,Netflix Title 460,Director 10,"Actor A, Actor B 0",United States,"January 12, 2023",2018,R,155 min,Thriller,Sample description for title 460
s461,Movie,Netflix Title 461,Director 11,"Actor A, Actor B 1",Canada,"January 13, 2023",1997,PG-13,123 min,Romance,Sample description for title 461
s462,Movie,Netflix Title 462,Director 12,"Actor A, Actor B 2",India,"January 14, 2023",2004,TV-14,165 min,Romance,Sample description for title 462
s463,TV Show,Netflix Title 463,Director 13,"Actor A, Actor B 3",United States,"January 15, 2023",2016,TV-MA,2 Seasons,Documentary,Sample description for title 463
s464,Movie,Netflix Title 464,Director 14,"Actor A, Actor B 4",South Korea,"January 16, 2023",1996,TV-PG,166 min,Drama,Sample description for title 464
s465,TV Show,Netflix Title 465,Director 15,"Actor A, Actor B 5",United Kingdom,"January 17, 2023",1992,PG,9 Seasons,Thriller,Sample description for title 465
s466,Movie,Netflix Title 466,Director 16,"Actor A, Actor B 6",Japan,"January 18, 2023",2018,PG,69 min,Drama,Sample description for title 466
s467,Movie,Netflix Title 467,Director 17,"Actor A, Actor B 7",South Korea,"January 19, 2023",2013,TV-MA,80 min,Drama,Sample description for title 467
s468,TV Show,Netflix Title 468,Director 18,"Actor A, Actor B 8",United States,"January 20, 2023",1992,TV-PG,7 Seasons,Documentary,Sample description for title 468
s469,Movie,Netflix Title 469,Director 19,"Actor A, Actor B 9",South Korea,"January 21, 2023",2009,TV-MA,150 min,Drama,Sample description for title 469
s470,TV Show,Netflix Title 470,Director 20,"Actor A, Actor B 10",United Kingdom,"January 22, 2023",2004,TV-14,2 Seasons,Thriller,Sample description for title 470
s471,Movie,Netflix Title 471,Director 21,"Actor A, Actor B 11",United States,"January 23, 2023",2014,PG-13,100 min,Action,Sample description for title 471
s472,TV Show,Netflix Title 472,Director 22,"Actor A, Actor B 12",South Korea,"January 24, 2023",2019,PG,9 Seasons,Romance,Sample description for title 472
s473,Movie,Netflix Title 473,Director 23,"Actor A, Actor B 13",Japan,"January 25, 2023",2003,TV-14,175 min,Action,Sample description for title 473
s474,TV Show,Netflix Title 474,Director 24,"Actor A, Actor B 14",Japan,"January 26, 2023",1996,PG-13,4 Seasons,Drama,Sample description for title 474
s475,Movie,Netflix Title 475,Director 25,"Actor A, Actor B 15",India,"January 27, 2023",2006,TV-14,145 min,Action,Sample description for title 475
s476,TV Show,Netflix Title 476,Director 26,"Actor A, Actor B 16",South Korea,"January 28, 2023",2009,TV-PG,6 Seasons,Thriller,Sample description for title 476
s477,Movie,Netflix Title 477,Director 27,"Actor A, Actor B 17",Canada,"January 1, 2023",1998,PG,71 min,Thriller,Sample description for title 477
s478,Movie,Netflix Title 478,Director 28,"Actor A, Actor B 18",South Korea,"January 2, 2023",2011,TV-MA,140 min,Drama,Sample description for title 478
s479,TV Show,Netflix Title 479,Director 29,"Actor A, Actor B 19",United States,"January 3, 2023",1991,TV-MA,9 Seasons,Documentary,Sample description for title 479
s480,Movie,Netflix Title 480,Director 30,"Actor A, Actor B 0",United States,"January 4, 2023",2013,PG-13,93 min,Action,Sample description for title 480
s481,Movie,Netflix Title 481,Director 31,"Actor A, Actor B 1",South Korea,"January 5, 2023",1997,R,112 min,Documentary,Sample description for title 481
s482,Movie,Netflix Title 482,Director 32,"Actor A, Actor B 2",United Kingdom,"January 6, 2023",2000,TV-PG,79 min,Documentary,Sample description for title 482
s483,Movie,Netflix Title 483,Director 33,"Actor A, Actor B 3",Japan,"January 7, 2023",2002,PG-13,134 min,Comedy,Sample description for title 483
s484,Movie,Netflix Title 484,Director 34,"Actor A, Actor B 4",United States,"January 8, 2023",2006,R,75 min,Drama,Sample description for title 484
s485,Movie,Netflix Title 485,Director 35,"Actor A, Actor B 5",Japan,"January 9, 2023",1997,TV-14,174 min,Romance,Sample description for title 485
s486,TV Show,Netflix Title 486,Director 36,"Actor A, Actor B 6",United States,"January 10, 2023",2010,TV-PG,7 Seasons,Thriller,Sample description for title 486
s487,Movie,Netflix Title 487,Director 37,"Actor A, Actor B 7",India,"January 11, 2023",2007,TV-14,129 min,Thriller,Sample description for title 487
s488,Movie,Netflix Title 488,Director 38,"Actor A, Actor B 8",Canada,"January 12, 2023",2019,PG,115 min,Drama,Sample description for title 488
s489,TV Show,Netflix Title 489,Director 39,"Actor A, Actor B 9",United States,"January 13, 2023",2007,TV-PG,3 Seasons,Romance,Sample description for title 489
s490,TV Show,Netflix Title 490,Director 40,"Actor A, Actor B 10",Japan,"January 14, 2023",2020,R,5 Seasons,Thriller,Sample description for title 490
s491,Movie,Netflix Title 491,Director 41,"Actor A, Actor B 11",India,"January 15, 2023",2021,PG,117 min,Drama,Sample description for title 491
s492,Movie,Netflix Title 492,Director 42,"Actor A, Actor B 12",United States,"January 16, 2023",2000,TV-MA,63 min,Thriller,Sample description for title 492
s493,Movie,Netflix Title 493,Director 43,"Actor A, Actor B 13",United Kingdom,"January 17, 2023",2014,R,170 min,Documentary,Sample description for title 493
s494,Movie,Netflix Title 494,Director 44,"Actor A, Actor B 14",Canada,"January 18, 2023",2022,PG-13,63 min,Action,Sample description for title 494
s495,Movie,Netflix Title 495,Director 45,"Actor A, Actor B 15",United States,"January 19, 2023",1997,TV-MA,79 min,Action,Sample description for title 495
s496,Movie,Netflix Title 496,Director 46,"Actor A, Actor B 16",India,"January 20, 2023",2000,TV-MA,69 min,Thriller,Sample description for title 496
s497,Movie,Netflix Title 497,Director 47,"Actor A, Actor B 17",United Kingdom,"January 21, 2023",2011,PG-13,83 min,Comedy,Sample description for title 497
s498,Movie,Netflix Title 498,Director 48,"Actor A, Actor B 18",South Korea,"January 22, 2023",2013,TV-PG,177 min,Romance,Sample description for title 498
s499,TV Show,Netflix Title 499,Director 49,"Actor A, Actor B 19",India,"January 23, 2023",2006,TV-MA,3 Seasons,Romance,Sample description for title 499
s500,TV Show,Netflix Title 500,Director 0,"Actor A, Actor B 0",India,"January 24, 2023",2001,R,5 Seasons,Romance,Sample description for title 500
